[timestamp] {imbalance_prev, dS_prev, imbalance_curr}. Buy/Sell price (timestamp). [Asset, Cash]
[35132000] {2, 100, 2}.   Buy at 110.46 (35131815). [56, -6190.06].
[35134899] {2, 0, 2}. MO buy arrived. Sell at 110.44 (35134899). [55, -6079.62].
[35137506] {3, 0, 3}. MO buy arrived. Sell at 110.45 (35137506). [54, -5969.17].
[35137674] {3, 0, 3}. MO sell arrived. Buy at 110.45 (35137674). [55, -6079.62].
[35144054] {3, 0, 3}. MO buy arrived. Sell at 110.45 (35144054). [54, -5969.17].
[35144055] {3, 0, 3}. MO buy arrived. Sell at 110.46 (35144055). [53, -5858.71].
[35153590] {2, 0, 2}. MO sell arrived. Buy at 110.49 (35153590). [54, -5969.20].
[35155022] {2, 0, 2}. MO sell arrived. Buy at 110.49 (35155022). [55, -6079.69].
[35155844] {2, -700, 3}. MO sell arrived. Buy at 110.49 (35155844). [56, -6190.18].
[35155845] {2, -700, 3}. MO sell arrived. Buy at 110.48 (35155845). [57, -6300.66].
[35155864] {2, -700, 3}. MO sell arrived. Buy at 110.46 (35155864). [58, -6411.12].
[35155907] {2, -700, 3}. MO buy arrived. Sell at 110.40 (35155907). [57, -6300.72].
[35158298] {2, 0, 1}. MO sell arrived. Buy at 110.46 (35158298). [58, -6411.18].
[35158299] {2, 0, 1}. MO sell arrived. Buy at 110.43 (35158299). [59, -6521.61].
[35168979] {2, 300, 2}. MO buy arrived. Sell at 110.42 (35168979). [58, -6411.19].
[35168979] {2, 300, 2}. MO buy arrived. Sell at 110.42 (35168979). [57, -6300.77].
[35168980] {2, 300, 2}. MO buy arrived. Sell at 110.43 (35168980). [56, -6190.34].
[35168981] {2, 300, 2}. MO buy arrived. Sell at 110.44 (35168981). [55, -6079.90].
[35169012] {2, 300, 2}. MO sell arrived. Buy at 110.46 (35169012). [56, -6190.36].
[35169000] {2, 300, 2}.   Buy at 110.47 (35169000). [57, -6300.83].
[35173114] {3, 0, 3}. MO sell arrived. Buy at 110.45 (35173114). [58, -6411.28].
[35174000] {3, -200, 3}. Sell at 110.42 (35173874). [57, -6300.86].
[35181902] {3, 0, 3}. MO buy arrived. Sell at 110.44 (35181902). [56, -6190.42].
[35182380] {3, 0, 3}. MO buy arrived. Sell at 110.44 (35182380). [55, -6079.98].
[35182439] {3, 0, 3}. MO buy arrived. Sell at 110.47 (35182439). [54, -5969.51].
[35182542] {3, 200, 3}. MO buy arrived. Sell at 110.49 (35182542). [53, -5859.02].
[35182861] {3, 200, 3}. MO sell arrived. Buy at 110.50 (35182861). [54, -5969.52].
[35182864] {3, 200, 3}. MO sell arrived. Buy at 110.49 (35182864). [55, -6080.01].
[35183000] {3, 200, 3}.   Buy at 110.53 (35182992). [56, -6190.54].
[35187012] {3, 200, 3}. MO buy arrived. Sell at 110.50 (35187012). [55, -6080.04].
[35187076] {3, 200, 3}. MO sell arrived. Buy at 110.53 (35187076). [56, -6190.57].
[35187000] {3, 200, 3}.   Buy at 110.50 (35186966). [57, -6301.07].
[35194892] {2, -300, 2}. MO sell arrived. Buy at 110.52 (35194892). [58, -6411.59].
[35194892] {2, -300, 2}. MO sell arrived. Buy at 110.52 (35194892). [59, -6522.11].
[35195000] {2, -300, 2}. Sell at 110.47 (35194992). [58, -6411.64].
[35204000] {3, 100, 3}.   Buy at 110.49 (35203816). [59, -6522.13].
[35207584] {3, 100, 3}. MO buy arrived. Sell at 110.47 (35207584). [58, -6411.66].
[35208000] {3, 100, 3}.   Buy at 110.50 (35207965). [59, -6522.16].
[35211253] {2, 0, 3}. MO buy arrived. Sell at 110.50 (35211253). [58, -6411.66].
[35212000] {3, 200, 3}.   Buy at 110.55 (35211755). [59, -6522.21].
[35215844] {3, -200, 2}. MO sell arrived. Buy at 110.53 (35215844). [60, -6632.74].
[35215980] {3, -200, 2}. MO sell arrived. Buy at 110.53 (35215980). [61, -6743.27].
[35218235] {3, 0, 3}. MO sell arrived. Buy at 110.51 (35218235). [62, -6853.78].
[35218235] {3, 0, 3}. MO sell arrived. Buy at 110.51 (35218235). [63, -6964.29].
[35219264] {3, -100, 2}. MO buy arrived. Sell at 110.48 (35219264). [62, -6853.81].
[35219264] {3, -100, 2}. MO sell arrived. Buy at 110.50 (35219264). [63, -6964.31].
[35220315] {2, -100, 1}. MO sell arrived. Buy at 110.50 (35220315). [64, -7074.81].
[35220964] {1, -200, 1}. MO sell arrived. Buy at 110.49 (35220964). [65, -7185.30].
[35220965] {1, -200, 1}. MO sell arrived. Buy at 110.48 (35220965). [66, -7295.78].
[35221000] {1, -200, 1}. Sell at 110.47 (35220984). [65, -7185.31].
[35223200] {1, 0, 1}. MO sell arrived. Buy at 110.48 (35223200). [66, -7295.79].
[35224000] {1, -100, 1}. Sell at 110.46 (35223776). [65, -7185.33].
[35232679] {2, 0, 2}. MO buy arrived. Sell at 110.46 (35232679). [64, -7074.87].
[35236636] {2, -300, 2}. MO sell arrived. Buy at 110.46 (35236636). [65, -7185.33].
[35236637] {2, -300, 2}. MO sell arrived. Buy at 110.46 (35236637). [66, -7295.79].
[35237000] {2, -300, 2}. Sell at 110.43 (35236757). [65, -7185.36].
[35242370] {2, 0, 2}. MO buy arrived. Sell at 110.43 (35242370). [64, -7074.93].
[35242371] {2, 0, 2}. MO buy arrived. Sell at 110.44 (35242371). [63, -6964.49].
[35242371] {2, 0, 2}. MO buy arrived. Sell at 110.44 (35242371). [62, -6854.05].
[35242981] {2, 300, 2}. MO buy arrived. Sell at 110.45 (35242981). [61, -6743.60].
[35242981] {2, 300, 2}. MO buy arrived. Sell at 110.45 (35242981). [60, -6633.15].
[35243000] {2, 300, 2}.   Buy at 110.50 (35242992). [61, -6743.65].
[35248000] {3, 400, 3}.   Buy at 110.55 (35247966). [62, -6854.20].
[35258184] {3, 0, 3}. MO sell arrived. Buy at 110.54 (35258184). [63, -6964.74].
[35258883] {3, -600, 2}. MO sell arrived. Buy at 110.54 (35258883). [64, -7075.28].
[35258908] {3, -600, 2}. MO sell arrived. Buy at 110.50 (35258908). [65, -7185.78].
[35258908] {3, -600, 2}. MO sell arrived. Buy at 110.50 (35258908). [66, -7296.28].
[35260000] {2, 300, 2}.   Buy at 110.53 (35259896). [67, -7406.81].
[35265000] {3, 100, 3}.   Buy at 110.49 (35264943). [68, -7517.30].
